,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Relationship_MainProvider,Gender,Age,School_meal_receive,Work_last_7days,Main_provider_occupation,Toilet,Drinking_water,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned
10541,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,59,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,7,0,150,0,0,0
10549,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,24,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,0,0,100,0,0,0
10550,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,47,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,100,0,0,0
10559,4.0,1.0,0.0,9.0,0.0,2.0,True,0,False,False,Spouse,Female,37,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,55,0,0,0
10572,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,32,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
10591,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,47,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,2,0,100,0,0,0
10592,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,62,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
10599,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,42,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,8,10,0,200,0,0,0
10619,4.0,0.0,0.0,0.0,0.0,0.0,False,1,True,False,Main Provider,Female,56,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,2,0,100,0,0,0
10637,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,4,0,100,0,0,0
10656,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,65,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,2,0,45,0,0,0
10703,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,70,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,6,4,0,100,0,0,0
10729,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,51,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,4,20,0,240,0,0,0
10735,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,76,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,2,0,100,0,0,0
10752,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
10772,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,67,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,10,0,200,0,0,0
10777,4.0,1.0,0.0,7.0,0.0,0.0,False,0,False,False,Main Provider,Male,69,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,40,0,0,0
10784,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,50,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,60,0,0,0
10809,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,53,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,7,10,200,0,0,0
10836,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Tube well/borehole with pump,0,4,0,30,0,0,0
10838,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,39,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,110,0,0,0
10853,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,61,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",6,5,0,250,0,0,0
10885,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,31,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,4,10,0,60,0,0,0
10898,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,3,4,0,200,0,0,0
10942,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,4,0,0,180,0,0,0
10962,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,200,0,0,0
10964,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,180,0,0,0
10990,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,54,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,3,5,0,100,0,0,0
10993,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,1,0,0,50,0,0,0
11042,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,62,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,4,0,0,100,0,0,0
11051,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,56,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,1,2,130,0,0,0
11105,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,32,False,Worked for pay,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Covered pit latrine,Piped water inside dwelling,0,0,0,0,0,0,0
11126,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,36,False,Worked for pay,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Covered pit latrine,Piped water inside dwelling,0,0,0,0,0,0,0
11148,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,71,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,2,60,0,0,0
11151,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,58,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,0,0,40,0,0,0
11161,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,54,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,0,0,20,0,0,0
11162,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,56,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,1,1,0,50,0,0,0
11165,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",3,3,5,100,0,0,0
11170,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,54,False,Homemaker,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",2,0,5,100,0,0,0
11173,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,59,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,2,2,0,50,0,0,0
11175,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,86,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,50,0,0,0
11177,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,56,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",2,0,0,20,0,0,0
11192,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,32,False,Homemaker,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",1,4,4,100,0,0,0
11193,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,36,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",1,2,0,150,0,0,0
11198,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,66,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,1,0,0,12,0,0,0
11220,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Sister/Brother,Male,26,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Other,Unprotected dug well/springs,4,7,0,180,0,0,0
11262,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Daughter,Female,26,False,Homemaker,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",1,2,5,200,0,0,0
11274,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,44,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,2,0,100,0,0,0
11275,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Son,Male,27,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,4,0,15,120,0,0,0
11281,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,20,15,80,0,0,0
11290,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,51,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,2,4,8,180,0,0,0
11299,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Spouse,Female,33,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,2,3,10,100,0,0,0
11308,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,49,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,10,0,100,0,0,0
11309,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,36,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,2,0,60,0,0,0
11341,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,62,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,5,10,15,200,0,0,0
11346,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,47,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,2,4,0,120,0,0,0
11355,4.0,1.0,0.0,5.0,0.0,1.0,False,0,False,False,Main Provider,Male,31,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Unprotected dug well/springs,0,0,0,25,4,3,3
11367,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,56,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,4,6,0,100,0,0,0
11380,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Unprotected dug well/springs,0,0,0,13,4,3,3
11382,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Unprotected dug well/springs,0,0,0,19,4,1,3
11393,1.0,1.0,0.0,5.0,3.0,3.0,False,0,False,False,Main Provider,Male,83,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Uncovered pit latrine,Unprotected dug well/springs,0,3,2,40,0,0,0
11396,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,0,5,0,0,0
11407,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,51,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Unprotected dug well/springs,0,0,0,28,4,3,3
11410,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,43,False,Worked on own/family business,Handicraft workers,Bush-None,Unprotected dug well/springs,0,0,0,15,4,2,2
11415,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,15,0,0,0
11436,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,50,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,7,0,200,0,0,0
11457,1.0,1.0,0.0,5.0,0.0,1.0,False,0,False,False,Main Provider,Male,37,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,0,50,0,0,0
11476,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,2,0,20,0,0,0
11481,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,4,0,13,125,0,0,0
11490,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,0,30,0,0,0
11495,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Other Relative,Male,23,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,20,0,0,0
11509,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,39,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,3,0,12,400,0,0,0
11562,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,34,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,1,20,0,0,0
11576,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,61,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,0,50,0,0,0
11584,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,44,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,4,0,6,200,0,0,0
11590,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,56,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,1,0,5,100,0,0,0
11591,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,57,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,20,73,0,0,0
11623,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,68,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,9,10,0,0,0
11655,4.0,0.0,0.0,0.0,0.0,0.0,True,0,True,False,Main Provider,Female,27,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",VIP latrine,Public tap,4,0,10,250,0,0,0
